facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Mbitini Catholic Dispensary,12502,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,MAKUENI,Operating
Matiliku Catholic Dispensary,12484,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,MAKUENI,Operating
Kiu (AIC) Dispensary,12374,Dispensaries and clinic-out patient only,Christian Health Association o,,,MAKUENI,Operating
Nanam Dispensary,15303,Dispensaries and clinic-out patient only,Christian Health Association o,,,TURKANA,Operating
Oropoi Dispensary,15445,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Kakuma Mission Hospital,14655,Primary care hospitals,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Kokiselei Dispensary,14974,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Kachoda Dispensary,14636,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Nariokotome Dispensary,15310,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Kalobeyei Dispensary,14662,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,3.774396,34.626194,TURKANA,Operating
Lokore Dispensary,15063,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Kyumbe (AIC) Dispensary,12419,Dispensaries and clinic-out patient only,Christian Health Association o,,,MAKUENI,Operating
Lopur Dispensary (Lopur),15082,Dispensaries and clinic-out patient only,Christian Health Association o,,,TURKANA,Operating
Makutano Health Centre (Turkana West),15117,Basic primary health care facility,Public,,,TURKANA,Operating
Alfalah Nursing Home,11924,Basic primary health care facility,Supreme Council for Kenya Musl,,,ISIOLO,Operating
Basa Dispensary,11947,Dispensaries and clinic-out patient only,Public,,,ISIOLO,Operating
Bisan Biliqo Dispensary,11950,Dispensaries and clinic-out patient only,Public,,,ISIOLO,Operating
Shimbrey Dispensary,13443,Dispensaries and clinic-out patient only,Public,,,GARISSA,Operating
Kambi Garba Dispensary,16745,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,ISIOLO,Operating
Oldonyiro Dispensary (Isiolo),12697,Dispensaries and clinic-out patient only,Public,,,ISIOLO,Operating
Komolion Dispensary,14983,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
AIC Dispensary (Isiolo),12093,Dispensaries and clinic-out patient only,Christian Health Association o,,,ISIOLO,Operating
Lokichogio (AIC) Health Centre,15059,Basic primary health care facility,Christian Health Association o,,,TURKANA,Operating
Mbenuu H Centre,12499,Basic primary health care facility,Public,,,MAKUENI,Operating
Dertu Health Centre,13327,Basic primary health care facility,Public,,,GARISSA,Operating
Lokipoto Dispensary,15060,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Milima Tatu Dispensary,15186,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Aposta Dispensary,14209,Dispensaries and clinic-out patient only,Christian Health Association o,,,TURKANA,Operating
Natira Dispensary,15315,Dispensaries and clinic-out patient only,Christian Health Association o,,,TURKANA,Operating
Koyasa Dispensary,14996,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Lokangae Health Centre,15055,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Kaaleng Health Centre,14604,Basic primary health care facility,Public,,,TURKANA,Operating
Lokamarinyang Dispensary,15054,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Lokichoggio Military Dispensary,15058,Dispensaries and clinic-out patient only,Armed Forces,,,TURKANA,Operating
Nachukui Dispensary,15271,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
Ngara Health Centre (City Council of Nairobi),13122,Basic primary health care facility,Public,,,NAIROBI,Operating
AIC Mukaa Dispensary,12558,Dispensaries and clinic-out patient only,Christian Health Association o,,,MAKUENI,Operating
Sultan Hamud Sub District Hospital,12777,Primary care hospitals,Public,,,MAKUENI,Operating
Kokuro Health Centre,14975,Dispensaries and clinic-out patient only,Public,,,TURKANA,Operating
Mercillin Afya Centre,13088,Basic primary health care facility,Public,,,NAIROBI,Operating
Nyalenda Health Centre,13887,Basic primary health care facility,Public,,,KISUMU,Operating
Churo Dispensary,14392,Dispensaries and clinic-out patient only,Christian Health Association o,,,BARINGO,Operating
Chesirimion Dispensary,16728,Dispensaries and clinic-out patient only,Public,,,BARINGO,Operating
Kokwototo Dispensary,14978,Dispensaries and clinic-out patient only,Christian Health Association o,,,BARINGO,Operating
Rhein Valley Hospital,15483,Primary care hospitals,Public,,,NAKURU,Operating
Finlays Hospital,14551,Primary care hospitals,Company Medical Service,,,NAKURU,Operating
Kamangunet VCT,16331,VCT,Private,,,NANDI,Operating
Vuma VCT,15766,VCT,Private,,,LAIKIPIA,Operating
Revival Baptist VCT Centre,16377,VCT,Faith-Based,,,NAKURU,Operating
Rehema VCT Centre,16461,VCT,Public Institution,,,VIHIGA,Operating
Nadapal Primary Health Care Programme,15274,Administrative Offices,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
St Mary's Kalokol Primary Health Care Programme,15656,Administrative Offices,Kenya Episcopal Conference-Cat,,,TURKANA,Operating
St Joseph's Shelter of Hope,11817,Dispensaries and clinic-out patient only,Christian Health Association o,,,TAITA TAVETA,Operating
Lokitaung Sub County Hospital,15062,Secondary care hospitals,Public,,,TURKANA,Operating
Isiolo District Hospital,12094,Secondary care hospitals,Public,,,ISIOLO,Operating
Kavuthu H/Centre,12263,Basic primary health care facility,Public,,,MAKUENI,Operating
Raya Dispensary,13422,Dispensaries and clinic-out patient only,Public,,,GARISSA,Operating
Lopiding Sub County Hospital,15081,Primary care hospitals,Public,,,TURKANA,Operating
Bungoma County Referal Hospital,15828,Secondary care hospitals,Public,,,BUNGOMA,Operating
Siloam Hospital,15571,Primary care hospitals,Private,,,KERICHO,Operating
Sigor Sub-District Hospital,15565,Primary care hospitals,Public,,,BOMET,Operating
Merti Health Centre,12514,Basic primary health care facility,Public,,,ISIOLO,Operating
Tot Sub-District Hospital,15738,Primary care hospitals,Public,,,ELEGEYO-MARAKWET,Operating
Ndanai,15322,Basic primary health care facility,Public,,,BOMET,Operating
Chemolingot District Hospital,14321,Secondary care hospitals,Public,,,BARINGO,Operating
Glory Medical Clinic (Tana River),11399,Dispensaries and clinic-out patient only,Private,,,TANA RIVER,Operating
Kitale Nursing Home,14949,Primary care hospitals,Private,,,TRANS NZOIA,Operating
Rapha Medical Centre,15479,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Akemo Nursing Home,14194,Basic primary health care facility,Private,,,NAROK,Operating
Elgon View Hospital,14438,Primary care hospitals,Private,,,UASIN GISHU,Operating
Cherangany Nursing Home,14380,Primary care hospitals,Private,,,TRANS NZOIA,Operating
Ortum Mission Hospital,15446,Primary care hospitals,Kenya Episcopal Conference-Cat,,,WEST POKOT,Operating
St Mary's Hospital (Gilgil),15654,Primary care hospitals,Kenya Episcopal Conference-Cat,,,NAKURU,Operating
Nanyuki Cottage Hospital,15304,Primary care hospitals,Private,,,LAIKIPIA,Operating
Balambala Sub-District Hospital,13298,Primary care hospitals,Public,,,TANA RIVER,Operating
Kiminini Cottage Hospital,14872,Primary care hospitals,Faith-Based,,,TRANS NZOIA,Operating
Transmara Medicare,15740,Primary care hospitals,Private,,,NAROK,Operating
Greenview Hospital,14538,Primary care hospitals,Private,,,KERICHO,Operating
Polyclinic Hospital,15466,Primary care hospitals,Private,,,NAKURU,Operating
Kericho Nursing Home,14834,Primary care hospitals,Private,,,KERICHO,Operating
Dawida Maternity Nursing Home,11299,Primary care hospitals,Private,,,TAITA TAVETA,Operating
Afya Clinic,11201,Dispensaries and clinic-out patient only,Private,,,TAITA TAVETA,Operating
Chemogondany Hospital,14319,Primary care hospitals,Private,,,KERICHO,Operating
Kipchimchim M Hospital,14890,Primary care hospitals,Faith-Based,,,KERICHO,Operating
Balich Dispensary,13299,Dispensaries and clinic-out patient only,Public,,,GARISSA,Operating
St Leonard Hospital,15649,Primary care hospitals,Private,,,KERICHO,Operating
Kaplong Hospital,14741,Primary care hospitals,Kenya Episcopal Conference-Cat,,,BOMET,Operating
Valley Hospital,15764,Primary care hospitals,Private,-1.259519,36.864599,NAKURU,Operating
Tenwek Mission Hospital,15719,Primary care hospitals,Christian Health Association o,,,BOMET,Operating
Mercy Hospital,15174,Primary care hospitals,Faith-Based,,,BARINGO,Operating
Daley Dispensary,13319,Dispensaries and clinic-out patient only,Public,,,TANA RIVER,Operating
Ekalakala Medical Clinic,11996,Dispensaries and clinic-out patient only,Private,,,MACHAKOS,Operating
Kapsuser Medical Clinic,14770,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Mercy Clinic (Ikutha),12511,Dispensaries and clinic-out patient only,Private,,,KITUI,Operating
Mwatate Sisal Estate Clinic,11694,Dispensaries and clinic-out patient only,Private,,,TAITA TAVETA,Operating
Mvono Clinic,11680,Dispensaries and clinic-out patient only,Private,,,TAITA TAVETA,Operating
Riflot Medical Centre,11757,Primary care hospitals,Private,,,TAITA TAVETA,Operating
Mount View Nursing & Maternity Home,11647,Basic primary health care facility,Private,,,TAITA TAVETA,Operating
Joy Medical Clinic (Mwatate),11441,Dispensaries and clinic-out patient only,Private,,,TAITA TAVETA,Operating
Marie Stopes (Naivasha),15133,Dispensaries and clinic-out patient only,Public,,,NAKURU,Operating
Kwanza Sub County Hospital,15003,Primary care hospitals,Public,,,TRANS NZOIA,Operating
Kihingo Dispensary (CDF),16390,Dispensaries and clinic-out patient only,Public,,,NAKURU,Operating
Faith Nursing Home (Ikutha),12013,Basic primary health care facility,Private,,,KITUI,Operating
Dr Mutuma Medical Clinic,11989,Dispensaries and clinic-out patient only,Private,,,MACHAKOS,Operating
Maseno University Medical Clinic,13782,Dispensaries and clinic-out patient only,Parastatal,,,KISUMU,Operating
Kenegut Dispensary,14826,Dispensaries and clinic-out patient only,Public,,,KERICHO,Operating
Sankuri Health Centre,13433,Basic primary health care facility,Public,,,GARISSA,Operating
Shauri Moyo Clinic,13184,Dispensaries and clinic-out patient only,Public,,,NAIROBI,Operating
St Susan Clinic,16146,Dispensaries and clinic-out patient only,Private,,,KAKAMEGA,Operating
Kasikeu Dispensary,12208,Dispensaries and clinic-out patient only,Public,,,MAKUENI,Operating
Murudef Clinic,16048,Dispensaries and clinic-out patient only,Private,,,KAKAMEGA,Operating
Malinya Clinic,15998,Dispensaries and clinic-out patient only,Private,,,KAKAMEGA,Operating
Musoli Health Clinic,16053,Dispensaries and clinic-out patient only,Private,,,KAKAMEGA,Operating
Mwangaza Medical Clinic,16356,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Baraka Medical Clinic (Trans Nzoia East),16693,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Kilgoris Medical Centre,14865,Dispensaries and clinic-out patient only,Private,,,NAROK,Operating
Baraka Medical Clinic (Samburu East),16670,Dispensaries and clinic-out patient only,Private,,,SAMBURU,Operating
Chepseon-VCT Site,16469,VCT,Private,,,KERICHO,Operating
Grand Avens Clinic,14535,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Jehova Rapha Medical Clinic,14594,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Kalyet Clinic (Kipkelion),14665,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Annex Medical Clinic (Trans Nzoia West),14208,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Highway Medical Clinic (Trans Nzoia East),14548,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Baraka Medical Clinic (Turkana Central),14231,Dispensaries and clinic-out patient only,Private,,,TURKANA,Operating
Kamulat Clinic,14883,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Family Health Opition Kenya Clinic (Buret),14492,Dispensaries and clinic-out patient only,Private,,,KERICHO,Operating
Bokoli Base Clinic,16706,Dispensaries and clinic-out patient only,Private,,,BUNGOMA,Operating
Jarajara Dispensary,13376,Dispensaries and clinic-out patient only,Public,,,TANA RIVER,Operating
Kaplong Medical Clinic,14742,Dispensaries and clinic-out patient only,Private,,,BOMET,Operating
Dr Nabakwe Clinic,16353,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Dr Somba Clinic,14422,Dispensaries and clinic-out patient only,Private,,,LAIKIPIA,Operating
Guyana Medical Clinic,14542,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Loima Medical Clinic,15050,Dispensaries and clinic-out patient only,Private,,,TURKANA,Operating
Langa Medical Care,15010,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Bura Mission Clinic,11265,Dispensaries and clinic-out patient only,Faith-Based,,,TAITA TAVETA,Operating
Med Afric Medical Clinic,16694,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Kayanet Clinic,16340,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Burnt Forest Medical Clinic,16342,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Dujis Health Centre,13331,Basic primary health care facility,Public,,,GARISSA,Operating
Nazareth Medical Clinic (Wareng),16341,Dispensaries and clinic-out patient only,Private,,,UASIN GISHU,Operating
Lumumba Sub County Hospital,13738,Primary care hospitals,Public,,,KISUMU,Operating
Dr Manyara Clinic,14413,Dispensaries and clinic-out patient only,Private,,,NAKURU,Operating
Crystal Medical  Clinic,14399,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Jaggery Medical Clinic,16709,Dispensaries and clinic-out patient only,Private,,,BUNGOMA,Operating
Emmanuel Medical Clinic (Bungoma East),16707,Dispensaries and clinic-out patient only,Private,,,BUNGOMA,Operating
Highway Medical Clinic (Bungoma East),16708,Dispensaries and clinic-out patient only,Private,,,BUNGOMA,Operating
Birunda (Lyavo Project) Clinic,14258,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Dr Muthiora Clinic,14416,Dispensaries and clinic-out patient only,Private,,,LAIKIPIA,Operating
Makutano (PCEA) Medical Clinic (Trans Nzoia East),15458,Dispensaries and clinic-out patient only,Christian Health Association o,,,TRANS NZOIA,Operating
Racecourse Clinic,15476,Dispensaries and clinic-out patient only,Private,0.46388,35.259397,NAKURU,Operating
Rapha Maternity (Nakuru Central),15480,Basic primary health care facility,Private,,,NAKURU,Operating
Savannah Medical Clinic,15535,Dispensaries and clinic-out patient only,Private,,,TURKANA,Operating
Majoh Medical Clinic,15115,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Nalepo Medical Clinic,15293,Dispensaries and clinic-out patient only,Private,,,NAROK,Operating
Neema Medical Clinic (Trans Nzoia West),15329,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
Chitugul Medical Clinic,15584,Dispensaries and clinic-out patient only,Private,,,TRANS NZOIA,Operating
